id_loja,cod,varejista,tipo,cep,lat_long,nl,uf
3954,1360321622309763758,RETAILER 1,STORE TYPE 24,30548,"34.09,-83.77",Farmácia Bem Estar,RO
3955,1360418459553069569,RETAILER 1,STORE TYPE 24,62257,"38.28,-89.73",Farmácia Boa Saúde,RN
3956,1361275499103506842,RETAILER 6,STORE TYPE 23,82718,"43.88,-105.62",Drogaria Mais Saúde,AL
3957,1361366718557919001,RETAILER 6,STORE TYPE 23,33415,"26.66,-80.13",Farmácia Bem Estar,ES
3958,1361735124151428131,RETAILER 1,STORE TYPE 24,49330,"43.24,-85.74",Farmácia Confiança,PA
3959,1362311941725266880,RETAILER 6,STORE TYPE 23,63664,"37.90,-90.93",Farmácia São João,RJ
3960,1362557703760055019,RETAILER 1,STORE TYPE 24,41636,"37.40,-82.73",Farmácia do Povo,AP
3961,1362701680318495902,RETAILER 1,STORE TYPE 24,12149,"42.62,-74.56",Farmácia Econômica,MA
3962,1362859105178174610,RETAILER 6,STORE TYPE 23,38555,"35.89,-84.99",Drogaria Viva,RN
3963,1363057088232675405,RETAILER 1,STORE TYPE 24,14471,"42.75,-77.49",Drogaria Popular,AL
3964,1363289659151802312,RETAILER 6,STORE TYPE 23,74601,"36.70,-97.15",Drogaria Saúde,AM
3965,1363599679191702182,RETAILER 6,STORE TYPE 23,50036,"42.09,-93.86",Drogaria Popular,GO
3966,1363711095647270762,RETAILER 1,STORE TYPE 24,47666,"38.42,-87.60",Drogaria Moderna,SE
3967,1363788028134270180,RETAILER 1,STORE TYPE 24,27306,"35.23,-79.98",Drogaria Mais Saúde,AL
3968,1364443685732322947,RETAILER 1,STORE TYPE 18,50036,"42.09,-93.86",Drogaria Central,PB
3969,1364821783008503139,RETAILER 6,STORE TYPE 23,44202,"41.32,-81.34",Farmácia TopSaúde,SP
3970,1365293901125178258,RETAILER 1,STORE TYPE 24,63016,"38.35,-90.63",Farmácia Boa Saúde,RN
3971,1365656281064718150,RETAILER 1,STORE TYPE 24,74464,"35.93,-94.98",Farmácia Boa Saúde,SE
3972,1365696251838353381,RETAILER 6,STORE TYPE 03,23005,"37.76,-77.48",Drogaria Popular,DF
3973,1366249505113961178,RETAILER 1,STORE TYPE 24,64504,"39.69,-94.91",Drogaria Popular,AM
3974,1367142108676242642,RETAILER 1,STORE TYPE 24,31705,"31.52,-84.04",Farmácia Vida+,SP
3975,1367164346502016534,RETAILER 1,STORE TYPE 24,13743,"42.21,-76.34",Drogaria Central,PR
3976,1367235735261941616,RETAILER 6,STORE TYPE 23,75087,"32.94,-96.45",Drogaria Viva,PE
3977,1367763407363733480,RETAILER 1,STORE TYPE 24,39074,"32.39,-89.48",Farmácia Vida+,RN
3978,1367909916597105914,RETAILER 6,STORE TYPE 23,95122,"37.33,-121.84",Farmácia TopSaúde,MA
3979,1368329027434105814,RETAILER 7,STORE TYPE 20,91367,"34.18,-118.62",Drogaria Popular,MG
3980,1368690809752868424,RETAILER 6,STORE TYPE 23,30096,"33.97,-84.15",Drogaria Esperança,PA
3981,1369245539755328315,RETAILER 1,STORE TYPE 24,79520,"32.86,-100.12",Farmácia São João,SC
3982,1369518094643894282,RETAILER 6,STORE TYPE 23,45365,"40.28,-84.16",Drogaria Viva,RJ
3983,1369614934716567739,RETAILER 1,STORE TYPE 24,25555,"38.21,-82.55",Farmácia São João,MG
3984,1370706546644446872,RETAILER 1,STORE TYPE 24,72542,"36.30,-91.47",Farmácia do Povo,SP
3985,1371085723005833772,RETAILER 6,STORE TYPE 03,84120,"40.70,-112.00",Farmácia Vida+,SP
3986,1371319947023838337,RETAILER 1,STORE TYPE 24,74873,"35.22,-96.97",Drogaria Central,SC
3987,1371582604407198454,RETAILER 6,STORE TYPE 23,21122,"39.12,-76.49",Farmácia do Povo,AL
3988,1371734755535239107,RETAILER 1,STORE TYPE 24,28472,"34.30,-78.69",Farmácia Econômica,SP
3989,1372444676398633398,RETAILER 1,STORE TYPE 24,43718,"40.02,-81.00",Drogaria Central,PA
3990,1373297351464948991,RETAILER 1,STORE TYPE 24,97487,"43.99,-123.39",Farmácia Econômica,PB
3991,1373372134459105474,RETAILER 6,STORE TYPE 23,13165,"42.92,-76.88",Drogaria Moderna,SC
3992,1373391723311393807,RETAILER 6,STORE TYPE 16,24354,"36.83,-81.54",Farmácia Boa Saúde,GO
3993,1374506249711920786,RETAILER 1,STORE TYPE 24,28127,"35.47,-80.19",Drogaria Viva,AC
3994,1375739869309834111,RETAILER 1,STORE TYPE 18,16001,"40.91,-79.95",Drogaria Central,PI
3995,1375844707023854777,RETAILER 1,STORE TYPE 24,62703,"39.76,-89.63",Farmácia Boa Saúde,DF
3996,1376399755724768077,RETAILER 1,STORE TYPE 24,79845,"29.89,-104.52",Drogaria Esperança,PE
3997,1376512335411134808,RETAILER 1,STORE TYPE 24,80517,"40.38,-105.59",Farmácia São João,SC
3998,1376670671490319522,RETAILER 1,STORE TYPE 18,26301,"39.30,-80.39",Drogaria Mais Saúde,SP
3999,1376813805542286210,RETAILER 6,STORE TYPE 23,37075,"36.34,-86.61",Farmácia do Povo,MA
4000,1376950075297981880,RETAILER 6,STORE TYPE 16,15106,"40.41,-80.11",Drogaria Central,MT
4001,1377013626401295469,RETAILER 1,STORE TYPE 24,78539,"26.28,-98.18",Farmácia TopSaúde,MS
4002,1377713007672662576,RETAILER 1,STORE TYPE 24,15501,"40.04,-79.13",Drogaria Popular,SE
4003,1377795050098160824,RETAILER 7,STORE TYPE 20,33331,"26.05,-80.37",Farmácia Boa Saúde,GO
4004,1378389338181972162,RETAILER 1,STORE TYPE 24,77354,"30.22,-95.65",Farmácia São João,ES
4005,1379017963102007902,RETAILER 4,STORE TYPE 14,90703,"33.87,-118.07",Farmácia do Povo,MA
4006,1379128782263293212,RETAILER 7,STORE TYPE 20,59602,"46.74,-111.91",Drogaria Popular,RN
4007,1379164919432705961,RETAILER 1,STORE TYPE 24,76082,"32.97,-97.73",Farmácia do Povo,SE
4008,1379355978216854727,RETAILER 1,STORE TYPE 24,44609,"40.92,-80.99",Drogaria Viva,RJ
4009,1379381992497083939,RETAILER 1,STORE TYPE 24,14103,"43.21,-78.38",Farmácia São João,MA
4010,1379788445214784982,RETAILER 6,STORE TYPE 23,27617,"35.91,-78.77",Farmácia Econômica,AC
4011,1380586332186150656,RETAILER 1,STORE TYPE 24,45140,"39.26,-84.24",Farmácia Bem Estar,PI
4012,1380909689971815263,RETAILER 6,STORE TYPE 23,76645,"32.02,-97.13",Drogaria Saúde,PA
4013,1381239450573947579,RETAILER 1,STORE TYPE 18,46733,"40.83,-84.94",Drogaria Viva,SC
4014,1381746737205345742,RETAILER 6,STORE TYPE 23,29678,"34.63,-82.94",Farmácia Vida+,SE
4015,1381839346698801399,RETAILER 1,STORE TYPE 24,62258,"38.46,-89.78",Drogaria Saúde,MT
4016,1381916271368656985,RETAILER 1,STORE TYPE 24,29554,"33.70,-79.38",Drogaria Saúde,PA
4017,1381998704876084399,RETAILER 1,STORE TYPE 24,95947,"40.17,-120.82",Drogaria Popular,ES
4018,1382446778018678128,RETAILER 6,STORE TYPE 23,41035,"38.72,-84.65",Farmácia Vida+,MG
4019,1382524534187400248,RETAILER 1,STORE TYPE 24,76087,"32.68,-97.78",Farmácia Confiança,PI
4020,1383028023665324868,RETAILER 1,STORE TYPE 24,39503,"30.47,-89.15",Farmácia Boa Saúde,MT
4021,1383257302817024920,RETAILER 1,STORE TYPE 18,27983,"35.97,-76.92",Farmácia Boa Saúde,RO
4022,1383591336470842731,RETAILER 1,STORE TYPE 24,36116,"32.27,-86.20",Farmácia Confiança,PR
4023,1383634660698408980,RETAILER 1,STORE TYPE 18,48603,"43.46,-84.03",Farmácia do Povo,MA
4024,1383814264235246026,RETAILER 1,STORE TYPE 18,45750,"39.43,-81.42",Farmácia Vida+,MS
4025,1384425334311446480,RETAILER 6,STORE TYPE 23,77340,"30.64,-95.54",Drogaria Mais Saúde,TO
4026,1384592887092374982,RETAILER 7,STORE TYPE 20,48059,"43.09,-82.49",Farmácia do Povo,SC
4027,1384598406470287025,RETAILER 1,STORE TYPE 18,18614,"41.50,-76.59",Drogaria Popular,MS
4028,1385280884134497286,RETAILER 6,STORE TYPE 23,52057,"42.49,-91.46",Drogaria Brasil,MS
4029,1385375395663579883,RETAILER 4,STORE TYPE 14,91364,"34.15,-118.59",Farmácia Econômica,RR
4030,1385392740662722613,RETAILER 6,STORE TYPE 23,44266,"41.17,-81.21",Drogaria Mais Saúde,PB
4031,1386005578465686677,RETAILER 1,STORE TYPE 24,75457,"33.17,-95.22",Drogaria Central,MS
4032,1386306397469563930,RETAILER 1,STORE TYPE 24,30127,"33.87,-84.69",Drogaria Moderna,RN
4033,1386675606427207039,RETAILER 1,STORE TYPE 24,36350,"31.35,-85.50",Drogaria Moderna,TO
4034,1386692526444414464,RETAILER 4,STORE TYPE 14,76182,"32.89,-97.21",Farmácia Confiança,PB
4035,1387014850717215053,RETAILER 6,STORE TYPE 23,13031,"43.05,-76.31",Farmácia Econômica,ES
4036,1387555188069042352,RETAILER 6,STORE TYPE 23,728,"17.99,-66.66",Farmácia Vida+,RS
4037,1387872515134276974,RETAILER 1,STORE TYPE 24,29650,"34.90,-82.26",Drogaria Mais Saúde,PI
4038,1387893765324391539,RETAILER 7,STORE TYPE 20,78223,"29.31,-98.39",Farmácia Confiança,PE
4039,1388237237993342267,RETAILER 1,STORE TYPE 24,26726,"39.40,-78.99",Drogaria Esperança,SC
4040,1388313001609058270,RETAILER 6,STORE TYPE 23,75165,"32.37,-96.79",Drogaria Moderna,PB
4041,1389188468963539979,RETAILER 6,STORE TYPE 23,40160,"37.81,-85.93",Farmácia Econômica,BA
4042,1389450800540474010,RETAILER 1,STORE TYPE 24,42642,"37.06,-85.04",Farmácia São João,RJ
4043,1389619229566006774,RETAILER 1,STORE TYPE 24,58579,"47.18,-100.74",Drogaria Brasil,BA
4044,1389733334404370355,RETAILER 1,STORE TYPE 24,97465,"42.76,-124.34",Farmácia Bem Estar,MG
4045,1390037517066897535,RETAILER 1,STORE TYPE 18,44460,"40.90,-80.87",Drogaria Popular,RR
4046,1390804673654144349,RETAILER 1,STORE TYPE 18,49423,"42.74,-86.08",Farmácia do Povo,PI
4047,1391164425472372712,RETAILER 1,STORE TYPE 24,36869,"32.42,-85.06",Farmácia TopSaúde,AC
4048,1391267062991851822,RETAILER 6,STORE TYPE 23,78602,"30.12,-97.33",Drogaria Popular,AP
4049,1391897162969858176,RETAILER 7,STORE TYPE 20,91502,"34.18,-118.31",Farmácia TopSaúde,SE
4050,1392042739765082129,RETAILER 6,STORE TYPE 23,83202,"42.97,-112.58",Farmácia Boa Saúde,MA
4051,1392362632691770103,RETAILER 1,STORE TYPE 24,16858,"41.00,-78.21",Drogaria Moderna,SP
4052,1392463407765905372,RETAILER 1,STORE TYPE 24,18845,"41.79,-76.18",Farmácia Bem Estar,SC
4053,1392600069726217049,RETAILER 1,STORE TYPE 18,28655,"35.76,-81.75",Farmácia Econômica,AM
4054,1393230920474393097,RETAILER 1,STORE TYPE 18,72143,"35.23,-91.74",Drogaria Central,RR
4055,1394402906710588811,RETAILER 6,STORE TYPE 23,76548,"31.05,-97.64",Farmácia Confiança,BA
4056,1394585366026741379,RETAILER 6,STORE TYPE 16,8002,"39.93,-75.03",Farmácia Bem Estar,RN
4057,1395507067724685014,RETAILER 1,STORE TYPE 18,61548,"40.81,-89.42",Farmácia TopSaúde,DF
4058,1395776200446042577,RETAILER 7,STORE TYPE 20,80132,"39.10,-104.85",Farmácia São João,DF
4059,1396856059183299551,RETAILER 6,STORE TYPE 03,46226,"39.84,-86.05",Drogaria Popular,AL
4060,1397100765336208285,RETAILER 7,STORE TYPE 20,37221,"36.05,-86.97",Farmácia Vida+,AP
4061,1397631760985160625,RETAILER 6,STORE TYPE 23,80906,"38.75,-104.88",Drogaria Esperança,RO
4062,1398410344397244546,RETAILER 6,STORE TYPE 23,43545,"41.39,-84.13",Farmácia São João,ES
4063,1398755481991913739,RETAILER 4,STORE TYPE 14,55442,"45.05,-93.43",Farmácia São João,SE
4064,1399023723927737423,RETAILER 1,STORE TYPE 18,8096,"39.83,-75.13",Farmácia Bem Estar,RO
4065,1399168171344831454,RETAILER 1,STORE TYPE 24,72206,"34.63,-92.23",Drogaria Saúde,RS
4066,1399827078046309628,RETAILER 6,STORE TYPE 23,8724,"40.09,-74.11",Farmácia Econômica,AM
4067,1399842791043979649,RETAILER 6,STORE TYPE 23,78216,"29.54,-98.49",Drogaria Viva,AM
4068,1400323059361977603,RETAILER 7,STORE TYPE 20,11725,"40.84,-73.28",Drogaria Moderna,AC
4069,1400470945406826093,RETAILER 1,STORE TYPE 18,25303,"38.36,-81.69",Farmácia São João,AP
4070,1400516315001121527,RETAILER 1,STORE TYPE 24,29653,"34.31,-82.23",Farmácia São João,SC
4071,1400901512201179452,RETAILER 6,STORE TYPE 23,15122,"40.36,-79.90",Drogaria Popular,SP
4072,1401012042668475802,RETAILER 1,STORE TYPE 24,76227,"33.27,-96.99",Farmácia Bem Estar,PI
4073,1401548175563526778,RETAILER 6,STORE TYPE 23,80631,"40.44,-104.67",Drogaria Mais Saúde,ES
4074,1402269573163529067,RETAILER 6,STORE TYPE 23,35034,"32.91,-87.27",Farmácia TopSaúde,SE
4075,1402868698096372729,RETAILER 1,STORE TYPE 24,57018,"43.80,-96.98",Farmácia Confiança,SC
4076,1403037369849195700,RETAILER 6,STORE TYPE 23,49120,"41.83,-86.23",Farmácia Boa Saúde,AL
4077,1403202102784255743,RETAILER 6,STORE TYPE 23,13126,"43.44,-76.46",Farmácia TopSaúde,DF
4078,1403467465466985162,RETAILER 1,STORE TYPE 24,24066,"37.54,-79.68",Drogaria Central,MG
4079,1404135985019250134,RETAILER 1,STORE TYPE 24,44903,"40.78,-82.53",Farmácia São João,MA
4080,1404594800716838547,RETAILER 6,STORE TYPE 23,30248,"33.35,-84.11",Drogaria Mais Saúde,CE
4081,1405383058325435832,RETAILER 6,STORE TYPE 23,89706,"39.22,-119.70",Drogaria Moderna,MS
4082,1405500222780935780,RETAILER 1,STORE TYPE 24,63028,"38.14,-90.39",Drogaria Brasil,BA
4083,1405864883508879650,RETAILER 1,STORE TYPE 24,38242,"36.31,-88.33",Drogaria Mais Saúde,AM
4084,1406265138006094664,RETAILER 1,STORE TYPE 24,26105,"39.33,-81.51",Drogaria Central,MG
4085,1407603974905925542,RETAILER 1,STORE TYPE 24,42071,"36.62,-88.28",Farmácia Bem Estar,CE
4086,1407897246482873394,RETAILER 1,STORE TYPE 24,32350,"30.57,-83.33",Farmácia Vida+,RJ
4087,1409419329544188648,RETAILER 6,STORE TYPE 23,73703,"36.43,-97.97",Drogaria Esperança,TO
4088,1409699369040367716,RETAILER 1,STORE TYPE 24,39456,"31.06,-88.82",Drogaria Brasil,CE
4089,1409772635600898635,RETAILER 1,STORE TYPE 24,35956,"34.15,-86.15",Farmácia Boa Saúde,RR
4090,1410383540639554125,RETAILER 1,STORE TYPE 24,67473,"39.38,-98.74",Farmácia Bem Estar,MA
4091,1410551663685556733,RETAILER 6,STORE TYPE 23,12110,"42.75,-73.78",Farmácia do Povo,AP
4092,1410723968040469413,RETAILER 1,STORE TYPE 24,78253,"29.47,-98.80",Drogaria Viva,AP
4093,1410855814786575948,RETAILER 4,STORE TYPE 14,85035,"33.47,-112.19",Drogaria Moderna,PA
4094,1411257578158030238,RETAILER 4,STORE TYPE 14,72022,"34.61,-92.49",Drogaria Moderna,ES
4095,1411358950242856617,RETAILER 6,STORE TYPE 23,72762,"36.18,-94.23",Farmácia do Povo,PA
4096,1411601983787496096,RETAILER 1,STORE TYPE 24,43064,"40.10,-83.28",Farmácia Boa Saúde,SC
4097,1412108375018527276,RETAILER 6,STORE TYPE 23,98057,"47.47,-122.22",Drogaria Saúde,AL
4098,1412144998740897292,RETAILER 6,STORE TYPE 16,94066,"37.63,-122.43",Farmácia Vida+,GO
4099,1412317271563386093,RETAILER 1,STORE TYPE 24,40146,"37.85,-86.33",Farmácia São João,RN
4100,1412336001923253182,RETAILER 1,STORE TYPE 24,79504,"32.34,-99.35",Farmácia do Povo,DF
4101,1413010173480855482,RETAILER 6,STORE TYPE 23,27560,"35.86,-78.83",Drogaria Brasil,PE
4102,1413357632383886658,RETAILER 6,STORE TYPE 23,17111,"40.27,-76.79",Farmácia Boa Saúde,AP
4103,1413426336639349575,RETAILER 6,STORE TYPE 23,98683,"45.60,-122.51",Farmácia Bem Estar,CE
4104,1413501991447652026,RETAILER 6,STORE TYPE 23,95020,"37.02,-121.55",Farmácia do Povo,AP
4105,1413754133051724432,RETAILER 1,STORE TYPE 24,28037,"35.50,-81.02",Farmácia Vida+,RN
4106,1413780656490159724,RETAILER 1,STORE TYPE 24,48860,"43.05,-84.92",Drogaria Viva,RO
4107,1413825999585900520,RETAILER 1,STORE TYPE 24,78223,"29.31,-98.39",Farmácia Bem Estar,SP
4108,1413943687451460273,RETAILER 6,STORE TYPE 23,32907,"28.02,-80.68",Drogaria Esperança,PR
4109,1414210703029485769,RETAILER 1,STORE TYPE 18,29651,"34.89,-82.16",Drogaria Moderna,PE
4110,1414450077080928770,RETAILER 1,STORE TYPE 24,64701,"38.62,-94.33",Drogaria Mais Saúde,RR
4111,1414710563302750200,RETAILER 1,STORE TYPE 24,29456,"32.99,-80.12",Drogaria Viva,PB
4112,1415067337783119553,RETAILER 1,STORE TYPE 18,14618,"43.11,-77.55",Farmácia Bem Estar,SE
4113,1415275647577078729,RETAILER 6,STORE TYPE 23,44505,"41.13,-80.62",Farmácia TopSaúde,MG
4114,1415382608911590726,RETAILER 6,STORE TYPE 23,30265,"33.42,-84.71",Farmácia Econômica,RN
4115,1415514280341008790,RETAILER 7,STORE TYPE 20,71129,"32.39,-93.91",Drogaria Saúde,PB
4116,1415525580339977482,RETAILER 1,STORE TYPE 24,30461,"32.51,-81.72",Farmácia Econômica,ES
4117,1415610550461391512,RETAILER 1,STORE TYPE 24,15672,"40.24,-79.62",Drogaria Moderna,RS
4118,1416424679689384001,RETAILER 1,STORE TYPE 24,48708,"43.56,-83.85",Farmácia Vida+,PR
4119,1416495618743440611,RETAILER 1,STORE TYPE 24,38828,"34.43,-88.87",Farmácia Vida+,RN
4120,1417208566691194986,RETAILER 6,STORE TYPE 23,79416,"33.60,-101.98",Drogaria Mais Saúde,SP
4121,1417322365106765660,RETAILER 1,STORE TYPE 18,4785,"47.13,-67.98",Drogaria Viva,BA
4122,1417378394946020967,RETAILER 6,STORE TYPE 23,31326,"32.30,-81.23",Drogaria Popular,SP
4123,1417488947449029370,RETAILER 6,STORE TYPE 16,98003,"47.30,-122.32",Drogaria Mais Saúde,PR
4124,1417751925779704529,RETAILER 7,STORE TYPE 20,70403,"30.49,-90.49",Drogaria Central,MG
4125,1417876995350128360,RETAILER 1,STORE TYPE 18,48223,"42.39,-83.25",Farmácia Vida+,TO
4126,1418230844095492158,RETAILER 1,STORE TYPE 24,71061,"32.78,-93.95",Drogaria Viva,AP
4127,1418764829184972583,RETAILER 1,STORE TYPE 24,13850,"42.05,-76.02",Drogaria Central,RN
4128,1418802679860495171,RETAILER 6,STORE TYPE 23,37209,"36.09,-86.94",Drogaria Saúde,RS
4129,1419312363613074648,RETAILER 1,STORE TYPE 24,73010,"35.11,-97.68",Drogaria Esperança,AM
4130,1419535150950003233,RETAILER 6,STORE TYPE 23,37857,"36.42,-82.94",Drogaria Esperança,AM
4131,1419660026702829020,RETAILER 1,STORE TYPE 24,64735,"38.37,-93.74",Farmácia Bem Estar,PI
4132,1419679388166071882,RETAILER 6,STORE TYPE 23,75835,"31.28,-95.49",Drogaria Central,AC
4133,1420801226766015643,RETAILER 7,STORE TYPE 20,21030,"39.49,-76.67",Drogaria Esperança,RO
4134,1421142125197483971,RETAILER 4,STORE TYPE 14,27834,"35.66,-77.38",Drogaria Moderna,BA
4135,1421594574722192223,RETAILER 1,STORE TYPE 24,87508,"35.53,-105.97",Drogaria Moderna,MT
4136,1422556148285441963,RETAILER 7,STORE TYPE 20,76109,"32.70,-97.39",Farmácia Econômica,SC
4137,1422738244841472993,RETAILER 1,STORE TYPE 24,61769,"40.89,-88.40",Drogaria Brasil,AM
4138,1423414980472930175,RETAILER 1,STORE TYPE 24,13607,"44.30,-75.94",Drogaria Central,MA
4139,1423961090106182082,RETAILER 1,STORE TYPE 24,13131,"43.42,-76.09",Drogaria Brasil,MG
4140,1424203577614916237,RETAILER 1,STORE TYPE 24,45417,"39.74,-84.29",Farmácia São João,PA
4141,1424855946874610287,RETAILER 6,STORE TYPE 23,76903,"31.48,-100.44",Drogaria Esperança,MA
4142,1424951758944668913,RETAILER 1,STORE TYPE 24,63010,"38.43,-90.39",Drogaria Viva,DF
4143,1425280059336558997,RETAILER 1,STORE TYPE 24,72210,"34.71,-92.51",Drogaria Central,PE
4144,1426442652587147105,RETAILER 1,STORE TYPE 24,95370,"37.98,-120.35",Farmácia Vida+,AM
4145,1426965004184090744,RETAILER 6,STORE TYPE 23,34953,"27.25,-80.38",Farmácia Boa Saúde,CE
4146,1427274923267589604,RETAILER 6,STORE TYPE 23,53225,"43.12,-88.04",Drogaria Saúde,GO
4147,1427348734400924513,RETAILER 1,STORE TYPE 18,73159,"35.39,-97.58",Drogaria Moderna,RR
4148,1427496101408623518,RETAILER 1,STORE TYPE 24,52748,"41.67,-90.55",Drogaria Central,PI
4149,1429582489403423806,RETAILER 1,STORE TYPE 09,56447,"46.74,-93.91",Farmácia Econômica,SC
4150,1429623955246792772,RETAILER 4,STORE TYPE 14,85032,"33.63,-112.00",Farmácia Confiança,PR
4151,1429926653462706791,RETAILER 6,STORE TYPE 23,76052,"32.99,-97.37",Farmácia São João,PE
4152,1430012928075842103,RETAILER 1,STORE TYPE 09,55940,"43.90,-92.81",Farmácia Econômica,PE
4153,1430696742802517603,RETAILER 1,STORE TYPE 18,49401,"42.98,-85.94",Drogaria Central,AM
4154,1431557229940377321,RETAILER 1,STORE TYPE 24,87016,"34.81,-105.96",Farmácia Econômica,CE
4155,1432566067546323027,RETAILER 1,STORE TYPE 18,55112,"45.08,-93.19",Drogaria Central,RR
4156,1432598655632694944,RETAILER 1,STORE TYPE 18,47130,"38.33,-85.70",Drogaria Esperança,MG
4157,1433259905495558014,RETAILER 1,STORE TYPE 24,44234,"41.33,-81.15",Drogaria Moderna,PE
4158,1433270598831423877,RETAILER 1,STORE TYPE 15,50220,"41.84,-94.12",Farmácia Bem Estar,PB
4159,1433467814759871293,RETAILER 4,STORE TYPE 14,48051,"42.69,-82.82",Farmácia São João,SC
4160,1433684471734492934,RETAILER 1,STORE TYPE 24,16443,"41.94,-80.48",Drogaria Esperança,RO
4161,1433828326266735288,RETAILER 6,STORE TYPE 23,64083,"38.80,-94.45",Drogaria Popular,SP
4162,1434161809549531832,RETAILER 1,STORE TYPE 24,37032,"36.52,-87.02",Farmácia Vida+,MG
4163,1434615391214283631,RETAILER 6,STORE TYPE 23,33610,"28.00,-82.38",Drogaria Esperança,DF
4164,1435063175435865922,RETAILER 1,STORE TYPE 24,41553,"37.48,-82.16",Farmácia Bem Estar,RO
4165,1435261856342855710,RETAILER 1,STORE TYPE 18,85602,"32.17,-110.41",Farmácia Confiança,PA
4166,1435566165957835235,RETAILER 6,STORE TYPE 23,88005,"32.26,-106.82",Farmácia Boa Saúde,CE
4167,1435930071481123339,RETAILER 1,STORE TYPE 24,29379,"34.68,-81.61",Farmácia Econômica,MS
4168,1436148900934496820,RETAILER 1,STORE TYPE 24,70711,"30.52,-90.59",Farmácia São João,AC
4169,1436634575021305385,RETAILER 1,STORE TYPE 24,2601,"41.66,-70.30",Drogaria Mais Saúde,PE
4170,1436664207714287952,RETAILER 6,STORE TYPE 23,36330,"31.31,-85.86",Farmácia Boa Saúde,PA
4171,1436953079453827162,RETAILER 1,STORE TYPE 24,37643,"36.38,-82.14",Drogaria Brasil,AM
4172,1437384529893939078,RETAILER 1,STORE TYPE 24,48708,"43.56,-83.85",Farmácia Confiança,MG
4173,1437504553571097343,RETAILER 1,STORE TYPE 24,33455,"27.05,-80.16",Drogaria Mais Saúde,ES
4174,1437837345055481104,RETAILER 6,STORE TYPE 23,37075,"36.34,-86.61",Farmácia TopSaúde,PA
4175,1438083480963812063,RETAILER 1,STORE TYPE 24,36421,"31.32,-86.51",Farmácia Vida+,TO
4176,1439136437261695112,RETAILER 1,STORE TYPE 24,26719,"39.48,-78.77",Farmácia Econômica,AC
4177,1439255005249335835,RETAILER 1,STORE TYPE 15,31779,"31.11,-84.21",Farmácia do Povo,PE
4178,1439638925092617235,RETAILER 1,STORE TYPE 18,13323,"43.04,-75.38",Farmácia TopSaúde,AL
4179,1441320792172218049,RETAILER 1,STORE TYPE 24,54754,"44.43,-90.75",Drogaria Popular,RJ
4180,1442131458304740076,RETAILER 6,STORE TYPE 23,93292,"36.37,-119.21",Drogaria Popular,SC
4181,1442445440904400861,RETAILER 1,STORE TYPE 18,44212,"41.24,-81.83",Farmácia Boa Saúde,PE
4182,1442828454377831276,RETAILER 1,STORE TYPE 13,37917,"36.00,-83.91",Drogaria Mais Saúde,AL
4183,1443365819986391332,RETAILER 1,STORE TYPE 18,16601,"40.56,-78.37",Farmácia Econômica,MS
4184,1443412681608184029,RETAILER 6,STORE TYPE 23,27518,"35.73,-78.77",Farmácia São João,GO
4185,1444062634161771082,RETAILER 6,STORE TYPE 23,24014,"37.22,-79.92",Farmácia Econômica,TO
4186,1444524131001571908,RETAILER 1,STORE TYPE 24,72118,"34.84,-92.33",Drogaria Popular,AP
4187,1444540906356141194,RETAILER 7,STORE TYPE 20,63044,"38.77,-90.43",Farmácia Econômica,RJ
4188,1445020696359982041,RETAILER 6,STORE TYPE 23,33073,"26.30,-80.18",Drogaria Viva,SC
4189,1445097864441768216,RETAILER 1,STORE TYPE 24,66839,"38.22,-95.75",Farmácia do Povo,PA
4190,1446058313823139863,RETAILER 6,STORE TYPE 16,94806,"37.98,-122.34",Drogaria Popular,AM
4191,1446114618002699841,RETAILER 6,STORE TYPE 23,38464,"35.29,-87.43",Farmácia do Povo,ES
4192,1446379949355143840,RETAILER 1,STORE TYPE 18,44685,"40.96,-81.42",Farmácia Confiança,MG
4193,1446420202481929924,RETAILER 1,STORE TYPE 24,30642,"33.55,-83.19",Farmácia Bem Estar,MG
4194,1446456749040725338,RETAILER 1,STORE TYPE 24,37743,"36.07,-82.86",Drogaria Brasil,MG
4195,1446610201770395097,RETAILER 1,STORE TYPE 18,21901,"39.59,-75.96",Farmácia TopSaúde,RN
4196,1446633804326598159,RETAILER 1,STORE TYPE 24,22660,"38.94,-78.43",Farmácia Confiança,MG
4197,1447196199922522046,RETAILER 7,STORE TYPE 20,84092,"40.55,-111.71",Drogaria Mais Saúde,SC
4198,1447466700318073436,RETAILER 1,STORE TYPE 24,61462,"40.92,-90.64",Drogaria Moderna,RR
4199,1447833261549865877,RETAILER 6,STORE TYPE 23,78582,"26.53,-98.74",Farmácia São João,AM
4200,1448694105536350541,RETAILER 6,STORE TYPE 23,29379,"34.68,-81.61",Drogaria Central,AL
4201,1448700992708894643,RETAILER 6,STORE TYPE 23,61073,"42.42,-88.99",Drogaria Moderna,AP
4202,1448935792188656527,RETAILER 7,STORE TYPE 20,98134,"47.58,-122.34",Farmácia do Povo,BA
4203,1449190419248224811,RETAILER 6,STORE TYPE 23,94558,"38.44,-122.24",Drogaria Esperança,RN
4204,1449270763529801708,RETAILER 1,STORE TYPE 24,24069,"36.58,-79.64",Farmácia do Povo,MG
4205,1450171709651765518,RETAILER 6,STORE TYPE 03,76548,"31.05,-97.64",Farmácia Confiança,RN
4206,1450756510188861776,RETAILER 6,STORE TYPE 23,79015,"34.94,-101.92",Drogaria Central,AM
